Citizen_ID,Age,Gender,Mode_of_Transport,Work_Hours,Shopping_Hours,Entertainment_Hours,Home_Energy_Consumption_kWh,Charging_Station_Usage,Carbon_Footprint_kgCO2,Steps_Walked,Calories_Burned,Sleep_Hours,Social_Media_Hours,Public_Events_Hours
1908,34,Male,Public Transport,0,3,1,9.99,0,73.26,15799,920,4.5,1.5,1.3
1909,37,Other,EV,4,4,3,2.44,0,16.12,16052,1050,5.8,1.5,1.7
1910,41,Female,Car,4,1,0,6.63,0,27.44,7044,717,9.3,5.7,2.4
1911,22,Female,Bike,0,0,2,2.66,1,29.31,15415,906,8.6,3.8,0.7
1912,51,Female,Bike,5,0,2,3.24,0,76.43,18274,1189,4.1,0.9,1.0
1913,23,Male,EV,0,1,1,5.52,0,27.02,14858,1183,7.0,4.3,2.3
1914,19,Female,Car,4,1,3,6.08,0,61.61,18572,1040,5.6,4.3,1.7
1915,30,Female,Bike,8,4,2,4.07,0,29.37,6644,614,7.9,4.0,0.3
1916,60,Female,EV,4,1,1,4.53,1,87.55,18124,1150,8.3,0.8,1.3
1917,60,Female,Bike,5,3,0,2.7,0,94.8,18753,1301,9.2,2.4,1.8
1918,65,Female,Walking,7,2,0,4.43,0,56.66,19384,1156,6.9,0.6,2.7
1919,28,Male,Bicycle,0,1,2,9.73,0,41.71,18855,1087,10.0,4.9,0.6
1920,68,Male,Bicycle,1,1,2,9.56,1,31.07,18920,1437,9.9,3.9,2.4
1921,64,Female,Bike,8,3,3,4.68,0,14.48,17702,1103,9.3,3.0,0.4
1922,40,Male,Public Transport,2,0,3,6.57,0,34.17,6153,425,7.4,2.1,0.7
1923,33,Female,Car,5,0,2,9.28,0,68.88,2894,463,6.4,1.1,0.7
1924,48,Female,Car,4,4,1,2.05,0,58.03,8991,781,6.2,0.6,2.6
1925,28,Male,Car,1,3,3,8.49,0,94.96,16439,1014,4.1,5.8,0.6
1926,33,Male,Walking,6,2,2,9.59,0,45.66,10467,873,5.5,1.2,2.4
1927,25,Female,Car,3,2,3,2.73,0,72.45,6935,695,8.3,0.4,1.4
1928,21,Male,Bicycle,0,3,2,3.29,1,54.04,18107,1286,7.6,5.8,3.0
1929,57,Female,Walking,3,2,0,9.69,0,56.13,3329,497,9.5,3.3,2.5
1930,21,Male,EV,5,0,2,6.3,0,34.1,10327,661,4.3,4.8,2.2
1931,42,Female,Car,6,2,0,2.11,0,50.95,3770,661,4.9,0.3,2.6
1932,20,Male,Car,6,2,3,4.06,1,52.37,5846,437,8.7,3.4,1.9
1933,49,Female,EV,6,3,2,5.6,0,73.6,17651,995,6.2,2.4,2.5
1934,20,Male,Car,2,3,3,7.54,1,94.66,17276,1047,4.7,4.6,0.8
1935,44,Female,EV,5,2,0,7.87,0,39.64,15633,1199,10.0,0.2,0.3
1936,46,Male,Walking,7,1,2,9.96,0,13.8,14628,1158,8.7,2.4,1.8
1937,49,Female,Bicycle,3,3,3,4.3,0,54.67,1569,180,6.5,4.8,1.3
1938,67,Female,EV,7,4,0,6.31,0,59.0,2973,275,8.9,3.1,1.3
1939,68,Male,Public Transport,1,4,3,6.27,1,25.16,3822,671,8.1,3.3,1.6
1940,36,Male,EV,9,0,1,5.25,1,78.44,1270,319,8.7,0.6,1.1
1941,38,Male,Car,8,2,0,3.35,0,98.64,17320,1308,8.9,0.8,1.9
1942,22,Female,Walking,8,1,0,9.82,0,95.12,8641,864,4.5,4.1,0.1
1943,35,Female,Bike,7,0,0,8.83,1,27.74,9930,927,7.7,4.1,2.9
1944,45,Female,Walking,9,2,2,5.99,0,88.78,7680,658,4.0,5.9,2.8
1945,59,Male,Bike,9,3,2,6.83,0,73.4,2257,325,4.3,4.3,2.8
1946,39,Male,EV,0,4,2,3.82,0,50.85,9250,950,9.4,3.0,1.1
1947,38,Female,Bicycle,1,1,1,6.35,0,58.65,6370,748,7.2,5.1,1.6
1948,23,Female,Public Transport,5,4,1,7.56,0,86.46,5858,641,8.4,0.6,2.9
1949,18,Other,Walking,9,3,0,6.12,0,53.21,9581,637,9.0,2.7,2.7
1950,22,Male,Car,4,2,1,9.92,0,43.59,14491,1026,9.7,1.7,2.4
1951,58,Female,Bike,8,3,3,6.89,0,54.39,13436,1085,9.2,0.6,1.2
1952,29,Male,Car,4,3,0,4.97,0,62.12,13870,1031,6.9,4.6,1.7
1953,43,Male,Bicycle,1,4,0,8.18,0,27.02,17504,1208,6.0,3.1,2.4
1954,63,Female,Bike,9,1,3,3.36,1,91.08,7908,797,4.9,3.3,0.8
1955,51,Female,Walking,3,3,0,5.08,0,70.68,11844,786,6.4,2.5,1.9
1956,66,Other,EV,8,4,1,4.78,0,66.99,19687,1224,6.2,2.8,2.5
1957,31,Male,Car,0,1,2,5.45,1,18.95,5861,726,7.4,0.7,2.1
1958,43,Male,Bicycle,0,2,3,8.25,1,64.38,3911,407,8.0,4.0,1.4
1959,62,Female,Walking,6,2,1,5.87,0,20.89,9991,707,9.9,2.6,1.8
1960,44,Female,Walking,2,0,3,8.35,0,17.08,12572,1089,8.4,4.9,3.0
1961,26,Male,Walking,9,4,3,6.61,1,57.46,11298,1008,7.9,1.2,1.8
1962,43,Male,Walking,1,1,0,4.74,1,46.25,8236,799,6.0,1.2,2.4
1963,64,Male,Bike,8,3,0,8.48,1,62.99,6565,524,4.2,3.9,2.2
1964,39,Female,Walking,2,2,1,3.91,1,18.03,18493,1358,5.7,5.1,2.1
1965,64,Male,Car,1,1,3,3.8,0,48.79,7929,511,8.6,2.8,2.1
1966,47,Male,Bicycle,7,4,0,6.04,0,25.73,18634,1074,5.2,4.4,1.4
1967,60,Male,Bike,9,0,0,4.09,0,98.84,19033,1426,8.3,6.0,1.4
1968,65,Male,Walking,5,2,3,2.07,0,60.5,8351,746,7.5,5.9,1.4
1969,34,Male,Public Transport,5,1,1,7.19,0,71.87,15901,1284,5.0,4.5,0.1
1970,43,Female,Public Transport,9,1,1,6.09,0,39.29,11638,788,5.6,4.4,0.7
1971,53,Male,Bicycle,6,1,3,5.56,0,18.53,6828,657,7.0,1.5,0.5
1972,18,Female,EV,6,4,1,9.74,1,97.83,12556,1125,6.5,5.0,2.7
1973,25,Male,EV,5,4,0,6.57,0,35.76,19099,1313,8.7,2.4,0.8
1974,66,Female,Bike,3,4,3,8.91,0,48.14,9150,868,8.4,5.8,0.4
1975,52,Female,Bike,8,3,0,3.12,0,68.49,11107,974,7.4,0.5,0.4
1976,69,Female,Bike,5,1,2,6.55,0,12.22,2757,432,8.9,2.6,2.1
1977,32,Female,EV,3,2,2,8.94,1,82.92,19193,1153,7.4,3.3,0.0
1978,64,Male,Public Transport,2,4,1,6.66,0,58.29,12199,764,9.8,2.4,1.4
1979,39,Male,EV,3,4,2,7.74,1,35.04,17295,995,5.3,1.3,0.4
1980,31,Female,Car,2,1,0,4.98,0,15.54,13807,1020,8.3,3.6,2.5
1981,43,Other,Walking,1,4,2,2.74,0,24.62,18535,1397,6.2,4.5,2.9
1982,45,Female,Bike,4,3,0,5.66,0,90.55,6492,432,5.7,3.9,2.9
1983,40,Female,Public Transport,1,3,1,5.16,0,71.74,7302,655,5.1,1.4,1.3
1984,31,Female,Bicycle,5,4,1,8.94,1,32.49,16929,1306,7.3,4.4,1.9
1985,41,Male,Bicycle,2,1,0,3.95,0,15.9,5747,586,5.3,1.5,1.8
1986,19,Male,Walking,5,1,2,9.73,1,72.16,15238,1194,5.2,1.1,1.1
1987,62,Female,Public Transport,9,1,1,9.67,0,61.52,9402,730,9.9,4.1,1.3
1988,43,Female,EV,8,0,3,3.98,1,46.41,11686,770,8.8,5.1,0.2
1989,31,Male,EV,0,4,1,4.78,0,42.73,5681,404,8.5,2.9,2.4
1990,68,Female,Car,5,1,2,9.16,1,29.51,19891,1404,8.8,3.2,0.7
1991,24,Male,Car,8,3,3,9.73,0,70.27,4428,396,9.8,1.8,1.4
1992,20,Female,EV,3,2,2,5.55,0,97.36,8494,909,7.4,3.0,1.4
1993,64,Male,Bicycle,1,2,0,4.57,0,25.81,4955,487,5.3,0.8,1.7
1994,40,Male,Bike,3,1,3,6.21,1,63.74,15026,976,9.2,5.7,2.5
1995,63,Female,Bicycle,0,2,2,7.5,0,48.18,10244,862,8.5,4.8,2.1
1996,60,Male,Car,2,2,3,4.19,0,50.2,1713,572,6.5,4.0,2.0
1997,64,Female,Walking,9,0,2,7.89,1,32.87,12080,787,6.8,3.2,1.6
1998,62,Female,EV,8,3,3,2.41,0,84.26,9521,946,6.5,4.8,0.3
1999,35,Female,Car,9,3,2,2.39,0,53.67,2746,284,9.6,3.0,1.2
2000,55,Male,Car,4,0,0,5.09,0,58.91,18591,1407,6.1,1.8,2.9
